zip,lat,lng,city,state_id,state_name,,county_name,timezone
601,18.18027,-66.75266,Adjuntas,PR,Puerto Rico,,Adjuntas,America/Puerto_Rico
602,18.36075,-67.17541,Aguada,PR,Puerto Rico,,Aguada,America/Puerto_Rico
603,18.45744,-67.12225,Aguadilla,PR,Puerto Rico,,Aguadilla,America/Puerto_Rico
606,18.16585,-66.93716,Maricao,PR,Puerto Rico,,Maricao,America/Puerto_Rico
610,18.2911,-67.12243,Anasco,PR,Puerto Rico,,Añasco,America/Puerto_Rico
611,18.27698,-66.80688,Angeles,PR,Puerto Rico,,Utuado,America/Puerto_Rico
612,18.41283,-66.7051,Arecibo,PR,Puerto Rico,,Arecibo,America/Puerto_Rico
616,18.41878,-66.6679,Bajadero,PR,Puerto Rico,,Arecibo,America/Puerto_Rico
617,18.44598,-66.56006,Barceloneta,PR,Puerto Rico,,Barceloneta,America/Puerto_Rico
622,17.98892,-67.1566,Boqueron,PR,Puerto Rico,,Cabo Rojo,America/Puerto_Rico
623,18.08429,-67.15336,Cabo Rojo,PR,Puerto Rico,,Cabo Rojo,America/Puerto_Rico
624,18.05905,-66.71932,Penuelas,PR,Puerto Rico,,Peñuelas,America/Puerto_Rico
627,18.41905,-66.86037,Camuy,PR,Puerto Rico,,Camuy,America/Puerto_Rico
631,18.1852,-66.83169,Castaner,PR,Puerto Rico,,Lares,America/Puerto_Rico
636,18.16354,-67.08014,Rosario,PR,Puerto Rico,,San Germán,America/Puerto_Rico
637,18.081,-66.94659,Sabana Grande,PR,Puerto Rico,,Sabana Grande,America/Puerto_Rico
638,18.28462,-66.5137,Ciales,PR,Puerto Rico,,Ciales,America/Puerto_Rico
641,18.26742,-66.70212,Utuado,PR,Puerto Rico,,Utuado,America/Puerto_Rico
646,18.43251,-66.28429,Dorado,PR,Puerto Rico,,Dorado,America/Puerto_Rico
647,17.96667,-66.94266,Ensenada,PR,Puerto Rico,,Guánica,America/Puerto_Rico
650,18.34487,-66.58347,Florida,PR,Puerto Rico,,Florida,America/Puerto_Rico
652,18.45614,-66.60194,Garrochales,PR,Puerto Rico,,Arecibo,America/Puerto_Rico
653,17.99413,-66.90266,Guanica,PR,Puerto Rico,,Guánica,America/Puerto_Rico
656,18.04186,-66.79123,Guayanilla,PR,Puerto Rico,,Guayanilla,America/Puerto_Rico
659,18.41036,-66.79691,Hatillo,PR,Puerto Rico,,Hatillo,America/Puerto_Rico
660,18.13412,-67.11399,Hormigueros,PR,Puerto Rico,,Hormigueros,America/Puerto_Rico
662,18.46622,-67.01508,Isabela,PR,Puerto Rico,,Isabela,America/Puerto_Rico
664,18.21064,-66.59066,Jayuya,PR,Puerto Rico,,Jayuya,America/Puerto_Rico
667,18.01246,-67.0417,Lajas,PR,Puerto Rico,,Lajas,America/Puerto_Rico
669,18.27019,-66.86727,Lares,PR,Puerto Rico,,Lares,America/Puerto_Rico
670,18.23782,-66.98852,Las Marias,PR,Puerto Rico,,Las Marías,America/Puerto_Rico
674,18.42229,-66.4891,Manati,PR,Puerto Rico,,Manatí,America/Puerto_Rico
676,18.37897,-67.08098,Moca,PR,Puerto Rico,,Moca,America/Puerto_Rico
677,18.33535,-67.23155,Rincon,PR,Puerto Rico,,Rincón,America/Puerto_Rico
678,18.42949,-66.93016,Quebradillas,PR,Puerto Rico,,Quebradillas,America/Puerto_Rico
680,18.16307,-67.36122,Mayaguez,PR,Puerto Rico,,Mayagüez,America/Puerto_Rico
682,18.22415,-67.15309,Mayaguez,PR,Puerto Rico,,Mayagüez,America/Puerto_Rico
683,18.10926,-67.03803,San German,PR,Puerto Rico,,San Germán,America/Puerto_Rico
685,18.33656,-66.97518,San Sebastian,PR,Puerto Rico,,San Sebastián,America/Puerto_Rico
687,18.31707,-66.42029,Morovis,PR,Puerto Rico,,Morovis,America/Puerto_Rico
688,18.3807,-66.62496,Sabana Hoyos,PR,Puerto Rico,,Arecibo,America/Puerto_Rico
690,18.49363,-67.09734,San Antonio,PR,Puerto Rico,,Aguadilla,America/Puerto_Rico
692,18.40905,-66.33768,Vega Alta,PR,Puerto Rico,,Vega Alta,America/Puerto_Rico
693,18.42633,-66.39811,Vega Baja,PR,Puerto Rico,,Vega Baja,America/Puerto_Rico
694,18.48327,-66.39269,Vega Baja,PR,Puerto Rico,,Vega Baja,America/Puerto_Rico
698,18.07274,-66.85519,Yauco,PR,Puerto Rico,,Yauco,America/Puerto_Rico
703,18.24739,-66.13143,Aguas Buenas,PR,Puerto Rico,,Aguas Buenas,America/Puerto_Rico
704,17.97442,-66.22888,Aguirre,PR,Puerto Rico,,Salinas,America/Puerto_Rico
705,18.1294,-66.26653,Aibonito,PR,Puerto Rico,,Aibonito,America/Puerto_Rico
707,18.01752,-65.92127,Maunabo,PR,Puerto Rico,,Maunabo,America/Puerto_Rico
714,17.9981,-66.05635,Arroyo,PR,Puerto Rico,,Arroyo,America/Puerto_Rico
715,17.99738,-66.56104,Mercedita,PR,Puerto Rico,,Ponce,America/Puerto_Rico
716,17.99942,-66.59868,Ponce,PR,Puerto Rico,,Ponce,America/Puerto_Rico
717,18.00272,-66.61146,Ponce,PR,Puerto Rico,,Ponce,America/Puerto_Rico
718,18.23145,-65.76067,Naguabo,PR,Puerto Rico,,Naguabo,America/Puerto_Rico
719,18.28879,-66.25316,Naranjito,PR,Puerto Rico,,Naranjito,America/Puerto_Rico
720,18.21559,-66.42421,Orocovis,PR,Puerto Rico,,Orocovis,America/Puerto_Rico
723,18.03139,-66.01122,Patillas,PR,Puerto Rico,,Patillas,America/Puerto_Rico
725,18.22052,-66.03962,Caguas,PR,Puerto Rico,,Caguas,America/Puerto_Rico
727,18.21142,-66.07374,Caguas,PR,Puerto Rico,,Caguas,America/Puerto_Rico
728,18.00697,-66.65995,Ponce,PR,Puerto Rico,,Ponce,America/Puerto_Rico
729,18.33524,-65.88677,Canovanas,PR,Puerto Rico,,Canóvanas,America/Puerto_Rico
730,18.03256,-66.61384,Ponce,PR,Puerto Rico,,Ponce,America/Puerto_Rico
731,18.09914,-66.63279,Ponce,PR,Puerto Rico,,Ponce,America/Puerto_Rico
735,18.2525,-65.67534,Ceiba,PR,Puerto Rico,,Ceiba,America/Puerto_Rico
736,18.10736,-66.14994,Cayey,PR,Puerto Rico,,Cayey,America/Puerto_Rico
738,18.31793,-65.66793,Fajardo,PR,Puerto Rico,,Fajardo,America/Puerto_Rico
739,18.17543,-66.16198,Cidra,PR,Puerto Rico,,Cidra,America/Puerto_Rico
740,18.33251,-65.63419,Puerto Real,PR,Puerto Rico,,Fajardo,America/Puerto_Rico
741,18.16569,-65.75506,Punta Santiago,PR,Puerto Rico,,Humacao,America/Puerto_Rico
745,18.3466,-65.81382,Rio Grande,PR,Puerto Rico,,Río Grande,America/Puerto_Rico
751,18.01205,-66.25871,Salinas,PR,Puerto Rico,,Salinas,America/Puerto_Rico
754,18.1447,-65.97565,San Lorenzo,PR,Puerto Rico,,San Lorenzo,America/Puerto_Rico
757,17.9933,-66.39056,Santa Isabel,PR,Puerto Rico,,Santa Isabel,America/Puerto_Rico
765,18.12365,-65.43013,Vieques,PR,Puerto Rico,,Vieques,America/Puerto_Rico
766,18.13039,-66.4757,Villalba,PR,Puerto Rico,,Villalba,America/Puerto_Rico
767,18.07033,-65.89618,Yabucoa,PR,Puerto Rico,,Yabucoa,America/Puerto_Rico
769,18.09459,-66.3607,Coamo,PR,Puerto Rico,,Coamo,America/Puerto_Rico
771,18.18797,-65.86916,Las Piedras,PR,Puerto Rico,,Las Piedras,America/Puerto_Rico
772,18.43048,-65.90377,Loiza,PR,Puerto Rico,,Loíza,America/Puerto_Rico
773,18.34073,-65.72756,Luquillo,PR,Puerto Rico,,Luquillo,America/Puerto_Rico
775,18.31387,-65.28618,Culebra,PR,Puerto Rico,,Culebra,America/Puerto_Rico
777,18.22365,-65.90904,Juncos,PR,Puerto Rico,,Juncos,America/Puerto_Rico
778,18.26319,-65.97938,Gurabo,PR,Puerto Rico,,Gurabo,America/Puerto_Rico
780,18.09998,-66.57032,Coto Laurel,PR,Puerto Rico,,Ponce,America/Puerto_Rico
782,18.22501,-66.22452,Comerio,PR,Puerto Rico,,Comerío,America/Puerto_Rico
783,18.30348,-66.32851,Corozal,PR,Puerto Rico,,Corozal,America/Puerto_Rico
784,18.00558,-66.13651,Guayama,PR,Puerto Rico,,Guayama,America/Puerto_Rico
786,18.1357,-66.22881,La Plata,PR,Puerto Rico,,Aibonito,America/Puerto_Rico
791,18.14391,-65.81398,Humacao,PR,Puerto Rico,,Humacao,America/Puerto_Rico
794,18.19934,-66.31179,Barranquitas,PR,Puerto Rico,,Barranquitas,America/Puerto_Rico
795,18.05128,-66.49485,Juana Diaz,PR,Puerto Rico,,Juana Díaz,America/Puerto_Rico
802,18.34349,-64.9287,St Thomas,VI,Virgin Islands,,St. Thomas,America/St_Thomas
820,17.7388,-64.70695,Christiansted,VI,Virgin Islands,,St. Croix,America/St_Thomas
830,18.33857,-64.73802,St John,VI,Virgin Islands,,St. John,America/St_Thomas
840,17.72649,-64.84717,Frederiksted,VI,Virgin Islands,,St. Croix,America/St_Thomas
850,17.72763,-64.79122,Kingshill,VI,Virgin Islands,,St. Croix,America/St_Thomas
851,17.74757,-64.78737,Kingshill,VI,Virgin Islands,,St. Croix,America/St_Thomas
901,18.46478,-66.10277,San Juan,PR,Puerto Rico,,San Juan,America/Puerto_Rico
906,18.46446,-66.09499,San Juan,PR,Puerto Rico,,San Juan,America/Puerto_Rico
907,18.45287,-66.08381,San Juan,PR,Puerto Rico,,San Juan,America/Puerto_Rico
909,18.44131,-66.06866,San Juan,PR,Puerto Rico,,San Juan,America/Puerto_Rico
911,18.45133,-66.05636,San Juan,PR,Puerto Rico,,San Juan,America/Puerto_Rico
912,18.44503,-66.05995,San Juan,PR,Puerto Rico,,San Juan,America/Puerto_Rico
913,18.45024,-66.04275,San Juan,PR,Puerto Rico,,San Juan,America/Puerto_Rico
915,18.43673,-66.04576,San Juan,PR,Puerto Rico,,San Juan,America/Puerto_Rico
917,18.4208,-66.04989,San Juan,PR,Puerto Rico,,San Juan,America/Puerto_Rico
918,18.42139,-66.06774,San Juan,PR,Puerto Rico,,San Juan,America/Puerto_Rico
920,18.41904,-66.09023,San Juan,PR,Puerto Rico,,San Juan,America/Puerto_Rico
921,18.39206,-66.0871,San Juan,PR,Puerto Rico,,San Juan,America/Puerto_Rico
923,18.41146,-66.03715,San Juan,PR,Puerto Rico,,San Juan,America/Puerto_Rico
924,18.39987,-66.01344,San Juan,PR,Puerto Rico,,San Juan,America/Puerto_Rico
925,18.40028,-66.05058,San Juan,PR,Puerto Rico,,San Juan,America/Puerto_Rico
926,18.34691,-66.05434,San Juan,PR,Puerto Rico,,San Juan,America/Puerto_Rico
927,18.38884,-66.07149,San Juan,PR,Puerto Rico,,San Juan,America/Puerto_Rico
934,18.41372,-66.11998,Fort Buchanan,PR,Puerto Rico,,Guaynabo,America/Puerto_Rico
949,18.43166,-66.21349,Toa Baja,PR,Puerto Rico,,Toa Baja,America/Puerto_Rico
950,18.46201,-66.23917,Toa Baja,PR,Puerto Rico,,Dorado,America/Puerto_Rico
951,18.43175,-66.25628,Toa Baja,PR,Puerto Rico,,Toa Baja,America/Puerto_Rico
952,18.42874,-66.18897,Sabana Seca,PR,Puerto Rico,,Toa Baja,America/Puerto_Rico
953,18.36319,-66.24764,Toa Alta,PR,Puerto Rico,,Toa Alta,America/Puerto_Rico
956,18.32121,-66.17185,Bayamon,PR,Puerto Rico,,Bayamón,America/Puerto_Rico
957,18.36696,-66.18857,Bayamon,PR,Puerto Rico,,Bayamón,America/Puerto_Rico
959,18.3852,-66.15583,Bayamon,PR,Puerto Rico,,Bayamón,America/Puerto_Rico
960,18.41674,-66.14365,Bayamon,PR,Puerto Rico,,Bayamón,America/Puerto_Rico
961,18.40987,-66.16415,Bayamon,PR,Puerto Rico,,Bayamón,America/Puerto_Rico
962,18.43514,-66.13949,Catano,PR,Puerto Rico,,Cataño,America/Puerto_Rico
965,18.42853,-66.11175,Guaynabo,PR,Puerto Rico,,Guaynabo,America/Puerto_Rico
966,18.39784,-66.11394,Guaynabo,PR,Puerto Rico,,Guaynabo,America/Puerto_Rico
968,18.40609,-66.10123,Guaynabo,PR,Puerto Rico,,Guaynabo,America/Puerto_Rico
969,18.36696,-66.11,Guaynabo,PR,Puerto Rico,,Guaynabo,America/Puerto_Rico
971,18.32067,-66.11751,Guaynabo,PR,Puerto Rico,,Guaynabo,America/Puerto_Rico
976,18.33903,-65.99286,Trujillo Alto,PR,Puerto Rico,,Trujillo Alto,America/Puerto_Rico
979,18.43734,-66.0089,Carolina,PR,Puerto Rico,,Carolina,America/Puerto_Rico
982,18.40961,-65.99143,Carolina,PR,Puerto Rico,,Carolina,America/Puerto_Rico
983,18.41788,-65.98104,Carolina,PR,Puerto Rico,,Carolina,America/Puerto_Rico
985,18.40628,-65.94767,Carolina,PR,Puerto Rico,,Carolina,America/Puerto_Rico
987,18.34115,-65.94257,Carolina,PR,Puerto Rico,,Carolina,America/Puerto_Rico
1001,42.06262,-72.62521,Agawam,MA,Massachusetts,,Hampden,America/New_York
1002,42.37633,-72.46462,Amherst,MA,Massachusetts,,Hampshire,America/New_York
1003,42.39135,-72.52327,Amherst,MA,Massachusetts,,Hampshire,America/New_York
1005,42.42117,-72.10655,Barre,MA,Massachusetts,,Worcester,America/New_York
1007,42.28163,-72.40009,Belchertown,MA,Massachusetts,,Hampshire,America/New_York
1008,42.18234,-72.95819,Blandford,MA,Massachusetts,,Hampden,America/New_York
1009,42.21133,-72.34189,Bondsville,MA,Massachusetts,,Hampden,America/New_York
1010,42.12904,-72.20597,Brimfield,MA,Massachusetts,,Hampden,America/New_York
1011,42.30233,-72.96448,Chester,MA,Massachusetts,,Hampden,America/New_York
1012,42.38495,-72.84675,Chesterfield,MA,Massachusetts,,Hampshire,America/New_York
1013,42.16059,-72.60788,Chicopee,MA,Massachusetts,,Hampden,America/New_York
1020,42.17618,-72.56538,Chicopee,MA,Massachusetts,,Hampden,America/New_York
1022,42.19721,-72.54249,Chicopee,MA,Massachusetts,,Hampden,America/New_York
1026,42.46858,-72.92296,Cummington,MA,Massachusetts,,Hampshire,America/New_York
1027,42.29506,-72.74303,Easthampton,MA,Massachusetts,,Hampshire,America/New_York
1028,42.05967,-72.49899,East Longmeadow,MA,Massachusetts,,Hampden,America/New_York
1029,42.19402,-73.05067,East Otis,MA,Massachusetts,,Berkshire,America/New_York
1030,42.06869,-72.67967,Feeding Hills,MA,Massachusetts,,Hampden,America/New_York
1031,42.32782,-72.19191,Gilbertville,MA,Massachusetts,,Worcester,America/New_York
1032,42.45313,-72.81965,Goshen,MA,Massachusetts,,Hampshire,America/New_York
1033,42.26082,-72.50361,Granby,MA,Massachusetts,,Hampshire,America/New_York
1034,42.0826,-72.95611,Granville,MA,Massachusetts,,Hampden,America/New_York
1035,42.35563,-72.5692,Hadley,MA,Massachusetts,,Hampshire,America/New_York
1036,42.0638,-72.4157,Hampden,MA,Massachusetts,,Hampden,America/New_York
1037,42.37063,-72.19466,Hardwick,MA,Massachusetts,,Worcester,America/New_York
1038,42.38466,-72.60559,Hatfield,MA,Massachusetts,,Hampshire,America/New_York
1039,42.41049,-72.69188,Haydenville,MA,Massachusetts,,Hampshire,America/New_York
1040,42.21251,-72.64109,Holyoke,MA,Massachusetts,,Hampden,America/New_York
1050,42.29092,-72.87526,Huntington,MA,Massachusetts,,Hampshire,America/New_York
1053,42.35205,-72.71032,Leeds,MA,Massachusetts,,Hampshire,America/New_York
1054,42.47381,-72.48768,Leverett,MA,Massachusetts,,Franklin,America/New_York
1056,42.19211,-72.45805,Ludlow,MA,Massachusetts,,Hampden,America/New_York
1057,42.09118,-72.32392,Monson,MA,Massachusetts,,Hampden,America/New_York
1060,42.32218,-72.63126,Northampton,MA,Massachusetts,,Hampshire,America/New_York
1062,42.32146,-72.69244,Florence,MA,Massachusetts,,Hampshire,America/New_York
1063,42.31962,-72.63951,Northampton,MA,Massachusetts,,Hampshire,America/New_York
1066,42.40742,-72.64032,North Hatfield,MA,Massachusetts,,Hampshire,America/New_York
1068,42.35125,-72.04776,Oakham,MA,Massachusetts,,Worcester,America/New_York
1069,42.18798,-72.30578,Palmer,MA,Massachusetts,,Hampden,America/New_York
1070,42.51958,-72.92504,Plainfield,MA,Massachusetts,,Hampshire,America/New_York
1071,42.16029,-72.8598,Russell,MA,Massachusetts,,Hampden,America/New_York
1072,42.46327,-72.41893,Shutesbury,MA,Massachusetts,,Franklin,America/New_York
1073,42.23084,-72.73856,Southampton,MA,Massachusetts,,Hampshire,America/New_York
1074,42.3837,-72.10021,South Barre,MA,Massachusetts,,Worcester,America/New_York
1075,42.25672,-72.57928,South Hadley,MA,Massachusetts,,Hampshire,America/New_York
1077,42.05441,-72.77851,Southwick,MA,Massachusetts,,Hampden,America/New_York
1079,42.18508,-72.33406,Thorndike,MA,Massachusetts,,Hampden,America/New_York
1080,42.18228,-72.36515,Three Rivers,MA,Massachusetts,,Hampden,America/New_York
1081,42.06232,-72.23085,Wales,MA,Massachusetts,,Hampden,America/New_York
1082,42.29816,-72.27676,Ware,MA,Massachusetts,,Hampshire,America/New_York
1083,42.20652,-72.19906,Warren,MA,Massachusetts,,Worcester,America/New_York
1084,42.38589,-72.88165,West Chesterfield,MA,Massachusetts,,Hampshire,America/New_York
1085,42.15375,-72.76961,Westfield,MA,Massachusetts,,Hampden,America/New_York
1088,42.38981,-72.6465,West Hatfield,MA,Massachusetts,,Hampshire,America/New_York
1089,42.12532,-72.65025,West Springfield,MA,Massachusetts,,Hampden,America/New_York
1092,42.20008,-72.23715,West Warren,MA,Massachusetts,,Worcester,America/New_York
1093,42.44335,-72.65099,Whately,MA,Massachusetts,,Franklin,America/New_York
1094,42.36481,-72.13548,Wheelwright,MA,Massachusetts,,Worcester,America/New_York
1095,42.12763,-72.42994,Wilbraham,MA,Massachusetts,,Hampden,America/New_York
1096,42.40968,-72.77213,Williamsburg,MA,Massachusetts,,Hampshire,America/New_York
1097,42.17722,-72.83175,Woronoco,MA,Massachusetts,,Hampden,America/New_York
1098,42.39551,-72.94315,Worthington,MA,Massachusetts,,Hampshire,America/New_York
1103,42.10443,-72.58997,Springfield,MA,Massachusetts,,Hampden,America/New_York
1104,42.13326,-72.56733,Springfield,MA,Massachusetts,,Hampden,America/New_York
1105,42.09911,-72.57865,Springfield,MA,Massachusetts,,Hampden,America/New_York
1106,42.04877,-72.57163,Longmeadow,MA,Massachusetts,,Hampden,America/New_York
1107,42.12116,-72.60642,Springfield,MA,Massachusetts,,Hampden,America/New_York
1108,42.0814,-72.55866,Springfield,MA,Massachusetts,,Hampden,America/New_York
1109,42.11839,-72.54876,Springfield,MA,Massachusetts,,Hampden,America/New_York
1118,42.09476,-72.5253,Springfield,MA,Massachusetts,,Hampden,America/New_York
1119,42.12452,-72.51126,Springfield,MA,Massachusetts,,Hampden,America/New_York
1128,42.09497,-72.48806,Springfield,MA,Massachusetts,,Hampden,America/New_York
1129,42.1211,-72.4877,Springfield,MA,Massachusetts,,Hampden,America/New_York
1144,42.10189,-72.59091,Springfield,MA,Massachusetts,,Hampden,America/New_York
1151,42.15294,-72.50883,Indian Orchard,MA,Massachusetts,,Hampden,America/New_York
1201,42.45614,-73.28114,Pittsfield,MA,Massachusetts,,Berkshire,America/New_York
1220,42.62686,-73.11873,Adams,MA,Massachusetts,,Berkshire,America/New_York
1222,42.06242,-73.32146,Ashley Falls,MA,Massachusetts,,Berkshire,America/New_York
1223,42.31118,-73.09835,Becket,MA,Massachusetts,,Berkshire,America/New_York
1224,42.50622,-73.19841,Berkshire,MA,Massachusetts,,Berkshire,America/New_York
1225,42.56385,-73.1512,Cheshire,MA,Massachusetts,,Berkshire,America/New_York
1226,42.47954,-73.15329,Dalton,MA,Massachusetts,,Berkshire,America/New_York
1229,42.29411,-73.35227,Glendale,MA,Massachusetts,,Berkshire,America/New_York
1230,42.18197,-73.34244,Great Barrington,MA,Massachusetts,,Berkshire,America/New_York
1235,42.43181,-73.07336,Hinsdale,MA,Massachusetts,,Berkshire,America/New_York
1236,42.26923,-73.37999,Housatonic,MA,Massachusetts,,Berkshire,America/New_York
1237,42.5529,-73.25373,Lanesborough,MA,Massachusetts,,Berkshire,America/New_York
1238,42.30072,-73.22553,Lee,MA,Massachusetts,,Berkshire,America/New_York
1240,42.37567,-73.26466,Lenox,MA,Massachusetts,,Berkshire,America/New_York
1242,42.3334,-73.24967,Lenox Dale,MA,Massachusetts,,Berkshire,America/New_York
1243,42.34752,-73.03467,Middlefield,MA,Massachusetts,,Hampshire,America/New_York
1244,42.10924,-73.27475,Mill River,MA,Massachusetts,,Berkshire,America/New_York
1245,42.19043,-73.21579,Monterey,MA,Massachusetts,,Berkshire,America/New_York
1247,42.69813,-73.09264,North Adams,MA,Massachusetts,,Berkshire,America/New_York
1253,42.20751,-73.1118,Otis,MA,Massachusetts,,Berkshire,America/New_York
1254,42.37972,-73.36608,Richmond,MA,Massachusetts,,Berkshire,America/New_York
1255,42.1068,-73.12213,Sandisfield,MA,Massachusetts,,Berkshire,America/New_York
1256,42.59627,-73.01958,Savoy,MA,Massachusetts,,Berkshire,America/New_York
1257,42.0976,-73.37241,Sheffield,MA,Massachusetts,,Berkshire,America/New_York
1258,42.09396,-73.46616,South Egremont,MA,Massachusetts,,Berkshire,America/New_York
1259,42.07316,-73.23282,Southfield,MA,Massachusetts,,Berkshire,America/New_York
1260,42.26663,-73.2712,South Lee,MA,Massachusetts,,Berkshire,America/New_York
1262,42.30433,-73.32013,Stockbridge,MA,Massachusetts,,Berkshire,America/New_York
1264,42.23997,-73.19686,Tyringham,MA,Massachusetts,,Berkshire,America/New_York
1266,42.30264,-73.39846,West Stockbridge,MA,Massachusetts,,Berkshire,America/New_York
1267,42.66593,-73.24209,Williamstown,MA,Massachusetts,,Berkshire,America/New_York
1270,42.51297,-73.04859,Windsor,MA,Massachusetts,,Berkshire,America/New_York
1301,42.62375,-72.60379,Greenfield,MA,Massachusetts,,Franklin,America/New_York
1330,42.51772,-72.81556,Ashfield,MA,Massachusetts,,Franklin,America/New_York
1331,42.56793,-72.18324,Athol,MA,Massachusetts,,Worcester,America/New_York
1337,42.69512,-72.57731,Bernardston,MA,Massachusetts,,Franklin,America/New_York
1338,42.5814,-72.80309,Buckland,MA,Massachusetts,,Franklin,America/New_York
1339,42.61099,-72.88846,Charlemont,MA,Massachusetts,,Franklin,America/New_York
1340,42.68805,-72.73205,Colrain,MA,Massachusetts,,Franklin,America/New_York
1341,42.50734,-72.70221,Conway,MA,Massachusetts,,Franklin,America/New_York
1342,42.54384,-72.6058,Deerfield,MA,Massachusetts,,Franklin,America/New_York
1343,42.66766,-72.98822,Drury,MA,Massachusetts,,Berkshire,America/New_York
1344,42.60756,-72.42916,Erving,MA,Massachusetts,,Franklin,America/New_York
1346,42.6706,-72.81323,Heath,MA,Massachusetts,,Franklin,America/New_York
1347,42.56027,-72.51321,Lake Pleasant,MA,Massachusetts,,Franklin,America/New_York
1349,42.56656,-72.47045,Millers Falls,MA,Massachusetts,,Franklin,America/New_York
1350,42.72259,-72.98291,Monroe Bridge,MA,Massachusetts,,Franklin,America/New_York
1351,42.54162,-72.52069,Montague,MA,Massachusetts,,Franklin,America/New_York
1354,42.63282,-72.51136,Gill,MA,Massachusetts,,Franklin,America/New_York
1355,42.45101,-72.33141,New Salem,MA,Massachusetts,,Franklin,America/New_York
1360,42.67575,-72.446,Northfield,MA,Massachusetts,,Franklin,America/New_York
1364,42.60449,-72.29263,Orange,MA,Massachusetts,,Franklin,America/New_York
1366,42.48858,-72.18564,Petersham,MA,Massachusetts,,Worcester,America/New_York
1367,42.69674,-72.91387,Rowe,MA,Massachusetts,,Franklin,America/New_York
1368,42.67815,-72.18557,Royalston,MA,Massachusetts,,Worcester,America/New_York
1370,42.59607,-72.72915,Shelburne Falls,MA,Massachusetts,,Franklin,America/New_York
1373,42.47292,-72.61516,South Deerfield,MA,Massachusetts,,Franklin,America/New_York
1375,42.46475,-72.55489,Sunderland,MA,Massachusetts,,Franklin,America/New_York
1376,42.59273,-72.54591,Turners Falls,MA,Massachusetts,,Franklin,America/New_York
1378,42.67711,-72.34057,Warwick,MA,Massachusetts,,Franklin,America/New_York
1379,42.54149,-72.3989,Wendell,MA,Massachusetts,,Franklin,America/New_York
1380,42.58675,-72.40264,Wendell Depot,MA,Massachusetts,,Franklin,America/New_York
1420,42.58559,-71.81693,Fitchburg,MA,Massachusetts,,Worcester,America/New_York
1430,42.66069,-71.9232,Ashburnham,MA,Massachusetts,,Worcester,America/New_York
1431,42.67652,-71.82322,Ashby,MA,Massachusetts,,Middlesex,America/New_York
1432,42.56351,-71.57059,Ayer,MA,Massachusetts,,Middlesex,America/New_York
1434,42.53149,-71.61663,Devens,MA,Massachusetts,,Worcester,America/New_York
1436,42.60579,-72.08958,Baldwinville,MA,Massachusetts,,Worcester,America/New_York
1438,42.56028,-72.03583,East Templeton,MA,Massachusetts,,Worcester,America/New_York
1440,42.58797,-71.98649,Gardner,MA,Massachusetts,,Worcester,America/New_York
1450,42.61368,-71.56139,Groton,MA,Massachusetts,,Middlesex,America/New_York
1451,42.50005,-71.57754,Harvard,MA,Massachusetts,,Worcester,America/New_York
1452,42.48378,-72.00514,Hubbardston,MA,Massachusetts,,Worcester,America/New_York
1453,42.51961,-71.76583,Leominster,MA,Massachusetts,,Worcester,America/New_York
1460,42.53503,-71.4891,Littleton,MA,Massachusetts,,Middlesex,America/New_York
1462,42.58994,-71.72036,Lunenburg,MA,Massachusetts,,Worcester,America/New_York
1463,42.67126,-71.60429,Pepperell,MA,Massachusetts,,Middlesex,America/New_York
1464,42.57411,-71.6475,Shirley,MA,Massachusetts,,Middlesex,America/New_York
1468,42.55324,-72.06879,Templeton,MA,Massachusetts,,Worcester,America/New_York
1469,42.66514,-71.69161,Townsend,MA,Massachusetts,,Middlesex,America/New_York
1473,42.55122,-71.90266,Westminster,MA,Massachusetts,,Worcester,America/New_York
1474,42.67088,-71.7508,West Townsend,MA,Massachusetts,,Middlesex,America/New_York
1475,42.66675,-72.04902,Winchendon,MA,Massachusetts,,Worcester,America/New_York
1501,42.19689,-71.84549,Auburn,MA,Massachusetts,,Worcester,America/New_York
1503,42.38378,-71.63552,Berlin,MA,Massachusetts,,Worcester,America/New_York
1504,42.0399,-71.53125,Blackstone,MA,Massachusetts,,Worcester,America/New_York
1505,42.35633,-71.72123,Boylston,MA,Massachusetts,,Worcester,America/New_York
1506,42.19364,-72.10441,Brookfield,MA,Massachusetts,,Worcester,America/New_York
1507,42.13509,-71.96803,Charlton,MA,Massachusetts,,Worcester,America/New_York
1510,42.4119,-71.68883,Clinton,MA,Massachusetts,,Worcester,America/New_York
1515,42.20328,-72.04669,East Brookfield,MA,Massachusetts,,Worcester,America/New_York
1516,42.0528,-71.75106,Douglas,MA,Massachusetts,,Worcester,America/New_York
1518,42.11342,-72.11632,Fiskdale,MA,Massachusetts,,Worcester,America/New_York
1519,42.20077,-71.67892,Grafton,MA,Massachusetts,,Worcester,America/New_York
1520,42.33685,-71.85181,Holden,MA,Massachusetts,,Worcester,America/New_York
1521,42.06012,-72.16592,Holland,MA,Massachusetts,,Hampden,America/New_York
1522,42.38142,-71.87111,Jefferson,MA,Massachusetts,,Worcester,America/New_York
1523,42.48176,-71.68079,Lancaster,MA,Massachusetts,,Worcester,America/New_York
1524,42.24919,-71.91989,Leicester,MA,Massachusetts,,Worcester,America/New_York
1525,42.09899,-71.64296,Linwood,MA,Massachusetts,,Worcester,America/New_York
1527,42.19228,-71.77397,Millbury,MA,Massachusetts,,Worcester,America/New_York
